time_s,controller_state,reason,robot_state_age_s,command_sent,measured_x_T_S_m,measured_y_T_S_m,measured_z_T_S_m,desired_x_T_S_m,desired_y_T_S_m,desired_z_T_S_m,error_x_m,error_y_m,error_z_m,position_error_m,orientation_error_deg
7.185834875,TRACKING,,0.000471363,1,0.000000000,0.000000005,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000005,0.000000010,0.000000011,0.000000963
7.195908021,TRACKING,,0.000485610,1,0.000000000,0.000000006,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000006,0.000000010,0.000000011,0.000001171
7.206036970,TRACKING,,0.000571097,1,0.000000000,0.000000007,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000007,0.000000010,0.000000012,0.000001363
7.216055500,TRACKING,,0.000846553,1,0.000000000,0.000000007,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000007,0.000000010,0.000000012,0.000001363
7.226122709,TRACKING,,0.001087577,1,0.000000000,0.000000008,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000008,0.000000010,0.000000012,0.000001578
7.236197042,TRACKING,,0.001070954,1,0.000000000,0.000000009,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000009,0.000000010,0.000000013,0.000001772
7.246260690,TRACKING,,0.001105387,1,0.000000000,0.000000010,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000010,0.000000010,0.000000014,0.000001918
7.256339772,TRACKING,,0.001171876,1,0.000000000,0.000000010,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000010,0.000000010,0.000000014,0.000002052
7.266416480,TRACKING,,0.001222930,1,0.000000000,0.000000011,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000011,0.000000010,0.000000015,0.000002175
7.276525245,TRACKING,,0.001257362,1,0.000000000,0.000000012,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000012,0.000000010,0.000000015,0.000002289
7.286603140,TRACKING,,0.001395090,1,0.000000000,0.000000012,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000012,0.000000010,0.000000015,0.000002395
7.296784331,TRACKING,,0.001378468,1,0.000000000,0.000000013,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000013,0.000000010,0.000000016,0.000002514
7.306747057,TRACKING,,0.001456831,1,0.000000000,0.000000013,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000013,0.000000010,0.000000016,0.000002602
7.316898565,TRACKING,,0.001642051,1,0.000000000,0.000000014,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000014,0.000000010,0.000000017,0.000002702
7.326901660,TRACKING,,0.001336912,1,0.000000000,0.000000014,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000014,0.000000010,0.000000017,0.000002776
7.336981930,TRACKING,,0.001041272,1,0.000000000,0.000000014,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000014,0.000000010,0.000000017,0.000002845
7.347139374,TRACKING,,0.001036523,1,0.000000000,0.000000015,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000015,0.000000010,0.000000017,0.000002908
7.357125847,TRACKING,,0.000820432,1,0.000000000,0.000000015,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000015,0.000000010,0.000000018,0.000002967
7.367195430,TRACKING,,0.000814495,1,0.000000000,0.000000015,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000015,0.000000010,0.000000018,0.000003020
7.377268576,TRACKING,,0.000783625,1,0.000000000,0.000000015,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000015,0.000000010,0.000000018,0.000003069
7.387344097,TRACKING,,0.000483235,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000018,0.000003115
7.397424366,TRACKING,,0.000414372,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000018,0.000003156
7.407548567,TRACKING,,0.000119918,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000019,0.000003194
7.417715510,TRACKING,,0.000066489,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000019,0.000003230
7.427937070,TRACKING,,0.002404305,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000019,0.000003230
7.437981720,TRACKING,,0.002272513,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000019,0.000003263
7.448056053,TRACKING,,0.001560126,1,0.000000000,0.000000016,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000016,0.000000010,0.000000019,0.000003293
7.458180254,TRACKING,,0.000588906,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000019,0.000003322
7.468341260,TRACKING,,0.002323567,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000019,0.000003349
7.478370476,TRACKING,,0.001279921,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000019,0.000003374
7.488475679,TRACKING,,0.000155538,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000019,0.000003397
7.498580882,TRACKING,,0.001908009,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003419
7.508687273,TRACKING,,0.000872673,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003438
7.519077431,TRACKING,,0.002622770,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003455
7.528865622,TRACKING,,0.001524507,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003472
7.538942330,TRACKING,,0.000406061,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003486
7.549143705,TRACKING,,0.002061172,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003486
7.559023319,TRACKING,,0.000743256,1,0.000000000,0.000000017,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000017,0.000000010,0.000000020,0.000003500
7.569090528,TRACKING,,0.002506413,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003512
7.579218290,TRACKING,,0.001836770,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003523
7.589366237,TRACKING,,0.000696952,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003533
7.599446507,TRACKING,,0.002445861,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003543
7.609516090,TRACKING,,0.001399840,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003551
7.619611795,TRACKING,,0.000295641,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003559
7.629689690,TRACKING,,0.002038613,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003566
7.639791331,TRACKING,,0.000968846,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003573
7.649940465,TRACKING,,0.002627519,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003573
7.659969681,TRACKING,,0.001670547,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003579
7.670052325,TRACKING,,0.000630462,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003584
7.680136156,TRACKING,,0.002232144,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003589
7.690196242,TRACKING,,0.001179000,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003594
7.700388119,TRACKING,,0.000905919,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003599
7.710442268,TRACKING,,0.002574090,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003603
7.720471483,TRACKING,,0.001519758,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003606
7.730665734,TRACKING,,0.000042744,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003606
7.740805370,TRACKING,,0.001946003,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003609
7.750870204,TRACKING,,0.001298918,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003612
7.761024087,TRACKING,,0.000283767,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003615
7.771080611,TRACKING,,0.002010118,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003617
7.781113388,TRACKING,,0.001341661,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003619
7.791152102,TRACKING,,0.000850115,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003621
7.801188441,TRACKING,,0.000324136,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003623
7.811296019,TRACKING,,0.002437549,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003624
7.821364415,TRACKING,,0.001803526,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003626
7.831463682,TRACKING,,0.001200372,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003627
7.841557012,TRACKING,,0.000752755,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003629
7.851695460,TRACKING,,0.002689259,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003630
7.861751984,TRACKING,,0.001727537,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003631
7.871998477,TRACKING,,0.000539039,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003632
7.881905399,TRACKING,,0.002227395,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003632
7.892166140,TRACKING,,0.001173063,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003633
7.902103932,TRACKING,,0.001395090,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003634
7.912185389,TRACKING,,0.000871486,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003634
7.922297716,TRACKING,,0.000324136,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003635
7.932800669,TRACKING,,0.002423302,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003636
7.942438072,TRACKING,,0.001363033,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003636
7.952549211,TRACKING,,0.000417934,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003637
7.962679348,TRACKING,,0.002417365,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003637
7.972745370,TRACKING,,0.001627803,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003638
7.982725906,TRACKING,,0.001060268,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003638
7.992873852,TRACKING,,0.000375191,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003638
8.003112034,TRACKING,,0.002432800,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003638
8.012903787,TRACKING,,0.001889011,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003639
8.022973371,TRACKING,,0.001155253,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003639
8.033167623,TRACKING,,0.000540227,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003639
8.043307258,TRACKING,,0.000032057,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003640
8.053464703,TRACKING,,0.001969749,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003640
8.063534287,TRACKING,,0.001433084,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003640
8.073644239,TRACKING,,0.000762253,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003640
8.083760128,TRACKING,,0.000239837,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003640
8.094062425,TRACKING,,0.002378184,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.103895734,TRACKING,,0.001909196,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.113979565,TRACKING,,0.000617402,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.124070521,TRACKING,,0.000075988,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.134157914,TRACKING,,0.002208398,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.144180006,TRACKING,,0.001693105,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.154266212,TRACKING,,0.001145755,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.164364292,TRACKING,,0.000599592,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003641
8.175306549,TRACKING,,0.000341945,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.185190912,TRACKING,,0.001688356,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.195239125,TRACKING,,0.000670831,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.205899989,TRACKING,,0.002379371,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.215582510,TRACKING,,0.001258550,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.225787447,TRACKING,,0.000048680,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.236025629,TRACKING,,0.001550628,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.245952736,TRACKING,,0.000590094,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.256088809,TRACKING,,0.000034432,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.266481342,TRACKING,,0.002216709,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.276193545,TRACKING,,0.001675296,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.286293999,TRACKING,,0.001155254,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.296367145,TRACKING,,0.000559224,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.306456913,TRACKING,,0.000026121,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.316469506,TRACKING,,0.002187026,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
8.326520093,TRACKING,,0.001685982,1,0.000000000,0.000000018,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000018,0.000000010,0.000000020,0.000003642
